Date,Stock,Stock_change,Price,Price_change
9/6/1991,1073242,-0.001280467,21.83,-0.002973952
9/13/1991,1072777,-0.000188206,21.52,-0.006211469
9/20/1991,1079280,0.002624675,21.8,0.005614227
9/27/1991,1079958,0.000272737,22.2,0.007896481
10/4/1991,1077191,-0.00111415,22.41,0.004088882
10/11/1991,1077918,0.000293008,23.04,0.012040618
10/18/1991,1066457,-0.004642375,23.81,0.014276921
10/25/1991,1065198,-0.000513007,23.48,-0.006061303
11/1/1991,1057216,-0.003266615,23.32,-0.002969546
11/8/1991,1052724,-0.001849203,23.44,0.002229061
11/15/1991,1055156,0.001002149,22.55,-0.016811061
11/22/1991,1053842,-0.00054117,21.92,-0.012305996
11/29/1991,1054719,0.000361267,21.32,-0.012053349
12/6/1991,1059296,0.001880563,20.56,-0.01576409
12/13/1991,1056136,-0.001297486,19.67,-0.01921875
12/20/1991,1045154,-0.004539559,19.25,-0.009373626
12/27/1991,1036177,-0.003746339,18.75,-0.011429462
1/3/1992,1042440,0.00261712,19.12,0.008486616
1/10/1992,1041664,-0.000323412,18.37,-0.017378732
1/17/1992,1037551,-0.001718202,18.84,0.010971742
1/24/1992,1029214,-0.003503768,18.8,-0.000923049
1/31/1992,1015725,-0.005729543,19.05,0.005737131
2/7/1992,1006390,-0.004009829,19.42,0.008354246
2/14/1992,997860,-0.003696699,19.49,0.001562614
2/21/1992,996328,-0.000667278,18.43,-0.024286504
2/28/1992,1009200,0.005574906,18.56,0.003052637
3/6/1992,1005530,-0.00158221,18.53,-0.000702553
3/13/1992,1001487,-0.001749716,18.77,0.005588853
3/20/1992,1001320,-7.24255E-05,19.13,0.008250697
3/27/1992,988630,-0.005539106,19.2,0.001586259
4/3/1992,982898,-0.002525334,19.72,0.011605682
4/10/1992,982424,-0.000209488,20.41,0.014936094
4/17/1992,990053,0.003359481,20.04,-0.007945288
4/24/1992,987409,-0.001161363,20.19,0.003238602
5/1/1992,985153,-0.000993397,20.63,0.009362909
5/8/1992,987401,0.000989879,20.85,0.004606831
5/15/1992,993599,0.002717583,20.79,-0.00125157
5/22/1992,993600,4.37092E-07,20.58,-0.004409119
5/29/1992,1003498,0.004304928,22,0.02897731
6/5/1992,1010204,0.002892573,22.33,0.006466042
6/12/1992,1022485,0.005247862,22.38,0.000971359
6/19/1992,1017251,-0.00222882,22.29,-0.001750014
6/26/1992,1023803,0.002788272,22.6,0.005998371
7/3/1992,1028015,0.001783054,21.95,-0.012673915
7/10/1992,1033882,0.002471523,21.48,-0.009400248
7/17/1992,1027403,-0.002730145,21.58,0.002017163
7/24/1992,1029838,0.001028083,21.87,0.005797343
7/31/1992,1038546,0.003656825,21.96,0.001783553
8/7/1992,1036067,-0.001037896,21.35,-0.012234456
8/14/1992,1034798,-0.00053226,21.13,-0.004498382
8/21/1992,1041586,0.002839553,21.36,0.004701751
8/28/1992,1028054,-0.005679207,21.27,-0.001833758
9/4/1992,1028077,9.71609E-06,21.65,0.007690411
9/11/1992,1036065,0.003361359,21.97,0.006372156
9/18/1992,1042791,0.002810271,22.23,0.005109406
9/25/1992,1044946,0.000896574,21.85,-0.007488021
10/2/1992,1045871,0.000384273,21.78,-0.001393566
10/9/1992,1044104,-0.000734361,21.97,0.003772182
10/16/1992,1046409,0.000957707,22.22,0.004913998
10/23/1992,1054998,0.00355017,21.63,-0.011687535
10/30/1992,1052862,-0.000880185,20.95,-0.013872492
11/6/1992,1054676,0.000747612,20.55,-0.008372201
11/13/1992,1047675,-0.002892483,20.37,-0.003820797
11/20/1992,1049483,0.000748827,20.35,-0.000426615
11/27/1992,1053654,0.001722612,20.23,-0.002568531
12/4/1992,1053084,-0.000235006,19.37,-0.018866262
12/11/1992,1051993,-0.000450164,19.05,-0.007234641
12/18/1992,1042070,-0.004115957,19.4,0.00790675
12/25/1992,1017853,-0.010211832,19.92,0.011487604
1/1/1993,1016078,-0.000758013,19.64,-0.006147851
1/8/1993,1017925,0.000788732,19.03,-0.013702695
1/15/1993,1027978,0.00426804,18.65,-0.008759952
1/22/1993,1024322,-0.00154732,18.68,0.000698036
1/29/1993,1016486,-0.003335099,19.93,0.028130427
2/5/1993,1010055,-0.002756379,20.15,0.004767752
2/12/1993,1017125,0.003029306,20.11,-0.00086298
2/19/1993,1002994,-0.006075994,19.48,-0.013823118
2/26/1993,999858,-0.001360009,20.45,0.02110436
3/5/1993,994085,-0.002514805,20.74,0.00611544
3/12/1993,998843,0.00207371,20.44,-0.006327861
3/19/1993,979169,-0.008639575,20.17,-0.005774993
3/26/1993,983794,0.002046514,20.12,-0.001077922
4/2/1993,994975,0.004907999,20.44,0.006852915
4/9/1993,1006099,0.004828549,20.38,-0.001276712
4/16/1993,997069,-0.003915504,20.34,-0.000853231
4/23/1993,1001722,0.002021998,20.14,-0.004291482
4/30/1993,1001847,5.41901E-05,20.36,0.004718307
5/7/1993,995574,-0.002727856,20.47,0.002340069
5/14/1993,999933,0.001897355,20.05,-0.009003466
5/21/1993,1003142,0.001391513,19.48,-0.012525424
5/28/1993,1019988,0.007232648,19.92,0.009700382
6/4/1993,1033494,0.005712897,19.95,0.000653566
6/11/1993,1031283,-0.000930101,19.42,-0.011693674
6/18/1993,1043794,0.005236937,18.74,-0.015479639
6/25/1993,1056760,0.00536157,18.73,-0.000231809
7/2/1993,1050228,-0.002692773,18.63,-0.002324922
7/9/1993,1064318,0.005787814,18,-0.01494035
7/16/1993,1070428,0.002486054,17.72,-0.006808788
7/23/1993,1066328,-0.001666648,17.62,-0.002457813
7/30/1993,1069552,0.001311091,18.14,0.012631379
8/6/1993,1070273,0.000292665,17.69,-0.01090945
8/13/1993,1066945,-0.001352537,17.85,0.003910388
8/20/1993,1057497,-0.003862889,17.84,-0.00024337
8/27/1993,1063265,0.002362374,18.47,0.015072045
9/3/1993,1063295,1.22534E-05,18.14,-0.007829613
9/10/1993,1064706,0.00057593,16.96,-0.029211435
9/17/1993,1064474,-9.46433E-05,16.93,-0.00076889
9/24/1993,1056881,-0.003108968,17.72,0.019806759
10/1/1993,1057882,0.000411137,18.36,0.015408959
10/8/1993,1063395,0.002257386,18.45,0.002123694
10/15/1993,1054386,-0.003694983,18.58,0.003049339
10/22/1993,1062607,0.003373042,18.17,-0.009690782
10/29/1993,1068926,0.002574968,17.4,-0.018805679
11/5/1993,1064738,-0.001704887,17.31,-0.00225218
11/12/1993,1069430,0.001909609,16.71,-0.015320618
11/19/1993,1061483,-0.00323932,16.76,0.001297564
11/26/1993,1067113,0.002297367,16.7,-0.001557543
12/3/1993,1078583,0.00464316,15.23,-0.040016568
12/10/1993,1079414,0.000334476,14.71,-0.015087231
12/17/1993,1073501,-0.002385593,14.32,-0.011669655
12/24/1993,1073010,-0.000198684,14.45,0.003924829
12/31/1993,1065992,-0.002849824,14.21,-0.007273769
1/7/1994,1052401,-0.005572693,15.06,0.025230894
1/14/1994,1049713,-0.001110676,14.63,-0.012580646
1/21/1994,1035294,-0.006006879,15.05,0.012292174
1/28/1994,1022402,-0.005442007,15.31,0.007438691
2/4/1994,1020338,-0.000877629,15.73,0.011753532
2/11/1994,1009412,-0.004675598,14.87,-0.024417754
2/18/1994,1008431,-0.000422276,14.11,-0.022783955
2/25/1994,999336,-0.003934655,14.5,0.011840988
3/4/1994,999587,0.000109067,14.65,0.004469622
3/11/1994,996804,-0.001210827,14.19,-0.013855229
3/18/1994,1005120,0.003608143,14.82,0.018865808
3/25/1994,995732,-0.00407545,15.14,0.009277672
4/1/1994,973629,-0.009748963,14.39,-0.022065081
4/8/1994,970134,-0.001561776,15.69,0.03756215
4/15/1994,977238,0.003168621,16.08,0.010663101
4/22/1994,983924,0.002961208,16.75,0.017728767
4/29/1994,979774,-0.001835644,16.91,0.004128796
5/6/1994,983759,0.001762808,17.18,0.006879552
5/13/1994,992034,0.003637838,17.94,0.018799279
5/20/1994,991174,-0.000376656,18.2,0.006248949
5/27/1994,989259,-0.000839891,17.89,-0.007461047
6/3/1994,997148,0.003449612,18.22,0.007938032
6/10/1994,997369,9.62429E-05,18.27,0.001190175
6/17/1994,998839,0.000639626,19.64,0.031402936
6/24/1994,1002321,0.001511338,19.78,0.003084804
7/1/1994,1009363,0.003040551,19.2,-0.012925059
7/8/1994,1015131,0.00247471,19.37,0.003828392
7/15/1994,1022604,0.003185397,20.17,0.017576277
7/22/1994,1029298,0.002833642,19.43,-0.016233098
7/29/1994,1030276,0.000412454,19.63,0.004447499
8/5/1994,1030418,5.98534E-05,20.05,0.009194077
8/12/1994,1033979,0.001498282,18.88,-0.026112387
8/19/1994,1036598,0.001098648,17.87,-0.023877437
8/26/1994,1042220,0.002349036,17.22,-0.016091405
9/2/1994,1043303,0.000451053,17.53,0.007748769
9/9/1994,1051625,0.003450446,17.66,0.003208783
9/16/1994,1056386,0.001961735,16.95,-0.017820997
9/23/1994,1060366,0.001633157,17.43,0.012127685
9/30/1994,1068985,0.003515817,17.85,0.010340833
10/7/1994,1070372,0.000563129,18.16,0.007477624
10/14/1994,1066277,-0.001664698,17.4,-0.018566596
10/21/1994,1060434,-0.002386398,17.32,-0.002001361
10/28/1994,1060133,-0.00012329,17.87,0.013576665
11/4/1994,1056886,-0.001332208,18.69,0.019484749
11/11/1994,1055746,-0.0004687,18.27,-0.009870754
11/18/1994,1053812,-0.000796305,17.51,-0.018452401
11/25/1994,1054421,0.000250907,17.84,0.008108704
12/2/1994,1064797,0.004252772,17.81,-0.000730931
12/9/1994,1053054,-0.004816177,16.98,-0.020726234
12/16/1994,1052374,-0.000280532,16.86,-0.003080116
12/23/1994,1039788,-0.005225309,17.07,0.005375951
12/30/1994,1029548,-0.004298202,17.73,0.016475214
1/6/1995,1031406,0.000783054,17.58,-0.003689865
1/13/1995,1031289,-4.9268E-05,17.55,-0.00074175
1/20/1995,1022771,-0.00360198,18.45,0.02171925
1/27/1995,1018773,-0.001700979,18.21,-0.005686425
2/3/1995,1018721,-2.21677E-05,18.46,0.005921751
2/10/1995,1007846,-0.004661082,18.41,-0.001177908
2/17/1995,1005809,-0.000878659,18.5,0.00211794
2/24/1995,994038,-0.00511253,18.65,0.003507108
3/3/1995,997970,0.001714499,18.49,-0.003741925
3/10/1995,994785,-0.001388258,18.3,-0.004485821
3/17/1995,993588,-0.00052289,18.13,-0.004053286
3/24/1995,997725,0.001804517,18.73,0.014139973
3/31/1995,998284,0.000243256,19.13,0.009177193
4/7/1995,991633,-0.00290314,19.44,0.006981291
4/14/1995,989215,-0.001060278,19.54,0.002228299
4/21/1995,994666,0.00238658,20.22,0.014856592
4/28/1995,989164,-0.002408971,20.27,0.001072597
5/5/1995,989712,0.000240534,20.22,-0.001072597
5/12/1995,993896,0.001832107,19.72,-0.010874241
5/19/1995,992322,-0.000688323,20,0.006123085
5/26/1995,1003169,0.004721483,19.39,-0.013452187
6/2/1995,1005547,0.001028272,18.93,-0.010427195
6/9/1995,1007105,0.000672377,19.03,0.002288174
6/16/1995,1009579,0.001065556,18.92,-0.002517656
6/23/1995,1002168,-0.003199777,17.74,-0.027967517
6/30/1995,1005353,0.001378047,17.67,-0.001717066
7/7/1995,1010077,0.002035904,17.23,-0.010951272
7/14/1995,1016166,0.002610178,17.34,0.002763816
7/21/1995,1010498,-0.002429201,17.14,-0.005038276
7/28/1995,1005347,-0.002219472,17.25,0.002778282
8/4/1995,1000165,-0.002244334,17.69,0.010938734
8/11/1995,1003807,0.001578567,17.79,0.002448115
8/18/1995,994435,-0.004073819,17.61,-0.004416592
8/25/1995,995693,0.000549053,18.1,0.011919219
9/1/1995,1010297,0.006323609,17.86,-0.00579712
9/8/1995,1006632,-0.001578331,18.41,0.013172334
9/15/1995,1007889,0.000541973,18.68,0.006323083
9/22/1995,1008785,0.000385911,18.28,-0.00940068
9/29/1995,1015620,0.002932629,17.53,-0.018194275
10/6/1995,1007590,-0.003447396,17.28,-0.006238178
10/13/1995,1005058,-0.001092724,17.31,0.00075333
10/20/1995,1002249,-0.001215493,17.51,0.004989078
10/27/1995,996324,-0.00257504,17.39,-0.002986564
11/3/1995,995729,-0.000259436,17.78,0.009632175
11/10/1995,986008,-0.004260717,17.77,-0.000244329
11/17/1995,992765,0.002966019,18.06,0.007030318
11/24/1995,1000394,0.003324621,18,-0.001445241
12/1/1995,995012,-0.00234276,18.32,0.007652964
12/8/1995,985811,-0.004034659,18.75,0.010075803
12/15/1995,986733,0.000405993,19,0.005752329
12/22/1995,970115,-0.007376433,19.17,0.003868512
12/29/1995,961968,-0.003662594,19.42,0.005627113
1/5/1996,955175,-0.003077678,19.97,0.012128839
1/12/1996,953816,-0.000618344,19.17,-0.017755952
1/19/1996,957409,0.001632902,18.61,-0.01287574
1/26/1996,950819,-0.002999654,18.07,-0.012788221
2/2/1996,943984,-0.003133218,17.65,-0.010213443
2/9/1996,927649,-0.007580953,17.7,0.001228557
2/16/1996,912568,-0.007118445,18.81,0.026415529
2/23/1996,906505,-0.002895032,19.92,0.024900539
3/1/1996,901067,-0.002613119,19.47,-0.009923383
3/8/1996,905042,0.001911649,19.67,0.004438408
3/15/1996,893928,-0.005366193,20.82,0.024676365
3/22/1996,886222,-0.003760014,22.73,0.038118711
3/29/1996,886598,0.00018422,21.85,-0.017147994
4/5/1996,884561,-0.00099896,22.5,0.012731077
4/12/1996,892281,0.003773858,23.99,0.02784773
4/19/1996,894645,0.001149094,24.39,0.007181552
4/26/1996,901582,0.003354493,22.74,-0.03042134
5/3/1996,911821,0.004904358,21.3,-0.028410857
5/10/1996,912946,0.0005355,20.97,-0.006781173
5/17/1996,913649,0.000334293,21.14,0.003506553
5/24/1996,911907,-0.000828834,21.82,0.013749763
5/31/1996,928731,0.007939393,20.39,-0.02943752
6/7/1996,933252,0.002108987,20.07,-0.006869853
6/14/1996,935539,0.001062967,20.16,0.001943155
6/21/1996,937200,0.000770383,20.99,0.017521911
6/28/1996,939283,0.000964182,20.51,-0.010046778
7/5/1996,945138,0.002698763,21.29,0.016210001
7/12/1996,946936,0.000825403,21.62,0.006680028
7/19/1996,944073,-0.00131505,21.87,0.004993093
7/26/1996,938419,-0.002608785,20.79,-0.021994294
8/2/1996,935124,-0.001527589,20.68,-0.002303955
8/9/1996,935031,-4.31936E-05,21.38,0.014457166
8/16/1996,938869,0.00177899,22.25,0.017322314
8/23/1996,948814,0.004576085,22.42,0.003305593
8/30/1996,947250,-0.00071647,21.86,-0.010985451
9/6/1996,945687,-0.000717195,23.48,0.031047935
9/13/1996,944891,-0.000365707,24.42,0.017047567
9/20/1996,948919,0.00184743,23.51,-0.01649303
9/27/1996,948722,-9.01709E-05,24.13,0.011304693
10/4/1996,947319,-0.000642724,24.42,0.005188338
10/11/1996,940691,-0.003049259,24.95,0.00932489
10/18/1996,940483,-9.60392E-05,25.48,0.009128874
10/25/1996,936766,-0.00171983,25.18,-0.005143698
11/1/1996,948287,0.005308677,23.97,-0.021387692
11/8/1996,936934,-0.005230798,22.89,-0.020022241
11/15/1996,930282,-0.003094381,23.88,0.01838853
11/22/1996,924833,-0.0025513,23.94,0.001089824
11/29/1996,929174,0.002033731,23.62,-0.005844253
12/6/1996,932937,0.001755268,25.15,0.027258096
12/13/1996,921080,-0.005554965,24.26,-0.015647193
12/20/1996,906873,-0.00675088,25.85,0.027569751
12/27/1996,908724,0.000885526,25.01,-0.014346856
1/3/1997,912902,0.00199216,25.64,0.010804329
1/10/1997,917827,0.002336671,26.34,0.01169775
1/17/1997,909609,-0.003906081,25.44,-0.015098664
1/24/1997,911038,0.000681743,24.5,-0.016351023
1/31/1997,911146,5.14809E-05,24.27,-0.004096308
2/7/1997,910484,-0.000315655,23.48,-0.014371684
2/14/1997,911079,0.000283718,22.23,-0.02375863
2/21/1997,905517,-0.002659428,22.17,-0.00117377
2/28/1997,906813,0.000621129,20.8,-0.027702358
3/7/1997,915461,0.00412211,20.71,-0.001883236
3/14/1997,913345,-0.001004992,20.64,-0.001470406
3/21/1997,911834,-0.000719074,21.77,0.023148736
3/28/1997,914606,0.001318264,20.85,-0.01875237
4/4/1997,916012,0.000667117,19.75,-0.023538959
4/11/1997,924576,0.004041453,19.39,-0.007989291
4/18/1997,926085,0.000708234,19.68,0.006447285
4/25/1997,932636,0.003061325,19.95,0.005917806
5/2/1997,920862,-0.005517623,20.01,0.001304189
5/9/1997,932428,0.005420755,19.94,-0.001521935
5/16/1997,933099,0.000312417,21.51,0.032915256
5/23/1997,942478,0.004343497,21.63,0.002416109
5/30/1997,964144,0.009870682,20.86,-0.015742215
6/6/1997,971833,0.003449739,19.98,-0.01871882
6/13/1997,975500,0.001635632,18.68,-0.029218612
6/20/1997,976981,0.000658844,18.85,0.003934483
6/27/1997,972936,-0.001801845,19.25,0.009119379
7/4/1997,979295,0.002829264,19.96,0.015729803
7/11/1997,979173,-5.41075E-05,19.45,-0.011240931
7/18/1997,976481,-0.001195632,19.51,0.001337664
7/25/1997,964843,-0.005207147,19.51,0
8/1/1997,973114,0.00370707,20.08,0.012506439
8/8/1997,977552,0.001976148,20.33,0.00537367
8/15/1997,977579,1.19951E-05,20,-0.007107383
8/22/1997,978939,0.000603767,19.89,-0.002395213
8/29/1997,978947,3.54909E-06,19.49,-0.008822944
9/5/1997,983738,0.002120268,19.57,0.001778987
9/12/1997,993122,0.004123155,19.4,-0.003789096
9/19/1997,996369,0.001417604,19.41,0.000223805
9/26/1997,998693,0.001011799,20.12,0.015602441
10/3/1997,1003834,0.002229895,21.6,0.030825775
10/10/1997,1004343,0.000220156,22.06,0.009151757
10/17/1997,1003365,-0.000423109,20.83,-0.024916238
10/24/1997,1006126,0.001193424,20.97,0.002909161
10/31/1997,1010992,0.002095347,20.91,-0.001244398
11/7/1997,1003594,-0.003189663,20.63,-0.005854805
11/14/1997,1004384,0.000341729,20.62,-0.000210567
11/21/1997,1003214,-0.000506202,19.8,-0.017623471
11/28/1997,1006668,0.001492679,19.57,-0.005074365
12/5/1997,1000748,-0.002561533,18.71,-0.019517038
12/12/1997,1000341,-0.000176662,18.4,-0.007255964
12/19/1997,989818,-0.004592722,18.29,-0.002604118
12/26/1997,984363,-0.002400066,18.3,0.000237384
1/2/1998,984217,-6.4419E-05,17.57,-0.017679328
1/9/1998,987051,0.001248731,16.84,-0.018429674
1/16/1998,995417,0.003665461,16.44,-0.010440274
1/23/1998,994467,-0.000414677,16.14,-0.007998283
1/30/1998,992509,-0.000855923,17.23,0.028381747
2/6/1998,994409,0.000830593,16.64,-0.015131955
2/13/1998,987149,-0.003182336,16.24,-0.010567297
2/20/1998,986525,-0.000274615,16.06,-0.004840484
2/27/1998,984467,-0.000906933,15.38,-0.018789205
3/6/1998,978943,-0.002443758,15.23,-0.004256432
3/13/1998,973165,-0.002570924,14.21,-0.030105825
3/20/1998,982601,0.004190721,13.89,-0.009891832
3/27/1998,985844,0.001430996,16.5,0.074781698
4/3/1998,984675,-0.000515286,15.82,-0.018277465
4/10/1998,994019,0.004101774,15.45,-0.010277995
4/17/1998,1003049,0.003927464,15.45,0
4/24/1998,1006542,0.001509752,15.34,-0.003103124
5/1/1998,1018761,0.00524041,15.58,0.006742094
5/8/1998,1028238,0.004021339,15.43,-0.004201527
5/15/1998,1037708,0.003981515,14.98,-0.012854113
5/22/1998,1043985,0.002619094,14.12,-0.025677117
5/29/1998,1052879,0.003684205,14.97,0.025387104
6/5/1998,1051361,-0.000626601,14.96,-0.000290207
6/12/1998,1053289,0.000795686,13.44,-0.046532325
6/19/1998,1057338,0.001666292,11.95,-0.051031363
6/26/1998,1061425,0.001675472,14.14,0.073081504
7/3/1998,1056508,-0.002016523,14.28,0.004278798
7/10/1998,1058363,0.000761859,13.83,-0.013906027
7/17/1998,1067396,0.003690922,14.37,0.016634588
7/24/1998,1078028,0.00430447,13.81,-0.01726309
7/31/1998,1084522,0.002608325,14.2,0.012094666
8/7/1998,1083330,-0.000477596,13.74,-0.014301612
8/14/1998,1087482,0.001661307,13.02,-0.023375748
8/21/1998,1080879,-0.002644998,13.24,0.007277001
8/28/1998,1079767,-0.000447029,13.54,0.009730679
9/4/1998,1074512,-0.00211878,14,0.014509371
9/11/1998,1076851,0.000944346,14.36,0.011026404
9/18/1998,1072610,-0.001713774,14.77,0.012226055
9/25/1998,1077049,0.00179362,15.74,0.027624233
10/2/1998,1074172,-0.001161634,15.77,0.000826965
10/9/1998,1067182,-0.002835336,14.99,-0.02203006
10/16/1998,1065527,-0.000674032,14.18,-0.024125402
10/23/1998,1066409,0.000359343,13.78,-0.012427013
10/30/1998,1066636,9.24358E-05,14.26,0.014870308
11/6/1998,1069802,0.001287168,14.11,-0.004592512
11/13/1998,1064341,-0.002222613,13.57,-0.016947166
11/20/1998,1066577,0.000911422,12.34,-0.041264688
11/27/1998,1059383,-0.002939215,12.14,-0.007096473
12/4/1998,1066451,0.002887906,11.19,-0.0353886
12/11/1998,1072004,0.0022555,11.09,-0.00389854
12/18/1998,1065780,-0.00252884,11.44,0.013494478
12/25/1998,1059408,-0.002604318,11.12,-0.012321237
1/1/1999,1042908,-0.006817249,11.75,0.023933079
1/8/1999,1049240,0.00262884,12.66,0.032395839
1/15/1999,1048817,-0.000175121,12.58,-0.002753065
1/22/1999,1043485,-0.002213508,12.26,-0.011190171
1/29/1999,1043855,0.000153965,12.4,0.004931215
2/5/1999,1044179,0.000134779,12.17,-0.008131107
2/12/1999,1039886,-0.001789223,11.77,-0.014514115
2/19/1999,1042731,0.001186554,11.68,-0.00333362
2/26/1999,1031231,-0.004816325,12.4,0.025978842
3/5/1999,1029571,-0.000699659,12.87,0.016156862
3/12/1999,1025273,-0.001816781,14.19,0.042403849
3/19/1999,1021163,-0.00174445,14.84,0.019451505
3/26/1999,1017763,-0.001448412,15.64,0.022802848
4/2/1999,1020734,0.001265923,16.66,0.027438248
4/9/1999,1036615,0.006704908,16.44,-0.005773184
4/16/1999,1030475,-0.002580029,16.76,0.008372201
4/23/1999,1031010,0.000225418,17.92,0.029063991
4/30/1999,1037458,0.002707646,18.22,0.007210367
5/7/1999,1040286,0.00118223,18.66,0.010363267
5/14/1999,1052088,0.004899313,18.04,-0.014675106
5/21/1999,1052787,0.000288446,17.27,-0.018944196
5/28/1999,1055919,0.001290091,17.11,-0.004042328
6/4/1999,1055888,-1.27503E-05,16.76,-0.008975995
6/11/1999,1057154,0.000520403,17.96,0.030032318
6/18/1999,1053277,-0.001595657,18.2,0.005765056
6/25/1999,1051888,-0.0005731,18.09,-0.002632821
7/2/1999,1049421,-0.00101975,19.01,0.02154355
7/9/1999,1058057,0.003559314,19.8,0.017683073
7/16/1999,1059356,0.000532866,20.15,0.00760986
7/23/1999,1053521,-0.002398734,20.01,-0.003027962
7/30/1999,1051663,-0.000766602,20.59,0.012409258
8/6/1999,1047706,-0.001637164,20.53,-0.001267397
8/13/1999,1044749,-0.001227467,21.45,0.019038347
8/20/1999,1040552,-0.001748176,21.61,0.00322747
8/27/1999,1040635,3.46403E-05,21.22,-0.007909387
9/3/1999,1034843,-0.002423962,21.92,0.01409517
9/10/1999,1030157,-0.001971048,23.01,0.021076069
9/17/1999,1031895,0.00073209,24.29,0.023510896
9/24/1999,1030614,-0.00053947,24.5,0.00373857
10/1/1999,1030155,-0.000193463,24.54,0.000708474
10/8/1999,1022713,-0.003148798,22.77,-0.032511528
10/15/1999,1020225,-0.001057815,22.38,-0.007502948
10/22/1999,1012104,-0.00347082,22.6,0.004248357
10/29/1999,1009930,-0.000933868,22.58,-0.000384502
11/5/1999,1000645,-0.004011243,22.72,0.002684389
11/12/1999,992651,-0.003483445,24.2,0.027407039
11/19/1999,982237,-0.004580295,25.96,0.030489322
11/26/1999,978241,-0.001770429,26.79,0.013668025
12/3/1999,972293,-0.002648702,25.44,-0.022455607
12/10/1999,958861,-0.006041504,26.16,0.012120633
12/17/1999,953903,-0.00225144,26.21,0.000829281
12/24/1999,940797,-0.006008291,26.04,-0.002826041
12/31/1999,927748,-0.006065897,26.31,0.004479868
1/7/2000,921341,-0.003009629,24.87,-0.024445063
1/14/2000,918976,-0.001116228,26.29,0.024114801
1/21/2000,910723,-0.003917865,29.06,0.043505024
1/28/2000,896962,-0.00661226,27.7,-0.020815841
2/4/2000,891665,-0.002572325,28.05,0.005453097
2/11/2000,884554,-0.003477369,28.82,0.011761111
2/18/2000,879418,-0.002529,29.87,0.015541246
2/25/2000,878771,-0.000319634,29.83,-0.000581969
3/3/2000,886418,0.00376285,31.11,0.018246758
3/10/2000,879956,-0.00317761,32.2,0.014955861
3/17/2000,880769,0.000401064,31.29,-0.012450309
3/24/2000,879853,-0.000451901,28.04,-0.047627554
3/31/2000,883385,0.001739901,26.99,-0.016575125
4/7/2000,889073,0.002787401,25.69,-0.02143878
4/14/2000,891893,0.001375334,24.87,-0.014088319
4/21/2000,900051,0.003954363,26.31,0.024445063
4/28/2000,906042,0.002881211,25.44,-0.014603741
5/5/2000,912206,0.002944594,26.76,0.021969002
5/12/2000,916788,0.002175996,28.71,0.030547083
5/19/2000,922234,0.002572209,29.84,0.016765626
5/26/2000,923020,0.000369982,29.57,-0.003947494
6/2/2000,930705,0.003600936,29.96,0.005690485
6/9/2000,934568,0.001798859,29.88,-0.001161216
6/16/2000,930063,-0.002098539,32.49,0.036369118
6/23/2000,936255,0.002881783,32.11,-0.005109406
6/30/2000,936838,0.000270348,32.16,0.000675735
7/7/2000,943557,0.003103643,30.31,-0.025730104
7/14/2000,942910,-0.000297899,30.52,0.002998593
7/21/2000,949070,0.002828004,30.74,0.003119334
7/28/2000,940466,-0.003955146,28,-0.040545832
8/4/2000,942288,0.000840561,28.42,0.006466042
8/11/2000,942669,0.000175565,30.15,0.025663243
8/18/2000,943634,0.000444355,31.87,0.024094747
8/25/2000,942714,-0.000423624,31.87,0
9/1/2000,947768,0.002322085,33.09,0.016314704
9/8/2000,945995,-0.0008132,34.44,0.017366376
9/15/2000,938934,-0.003253775,34.65,0.002640096
9/22/2000,938971,1.71136E-05,35.45,0.009913001
9/29/2000,944109,0.002369958,31.14,-0.056297631
10/6/2000,949250,0.002358468,31.41,0.003749328
10/13/2000,937775,-0.005281955,33.87,0.03274726
10/20/2000,937058,-0.000332178,33.21,-0.008546321
10/27/2000,931606,-0.002534196,33.31,0.001305757
11/3/2000,928979,-0.00122638,32.8,-0.006700789
11/10/2000,932146,0.001478044,33.49,0.009041304
11/17/2000,932352,9.59665E-05,35.1,0.020391969
11/24/2000,932263,-4.14586E-05,35.26,0.001975191
12/1/2000,938138,0.00272828,34.01,-0.015675676
12/8/2000,928078,-0.00468225,29.68,-0.059142735
12/15/2000,931610,0.001649664,28.96,-0.010665339
12/22/2000,924422,-0.003363869,27.4,-0.024047995
12/29/2000,914097,-0.004877989,26.44,-0.015489112
1/5/2001,911061,-0.001444828,27.83,0.022251756
1/12/2001,906808,-0.002032113,28.78,0.014577583
1/19/2001,908845,0.000974479,30.63,0.027056207
1/26/2001,906356,-0.001191008,29.99,-0.009170531
2/2/2001,907639,0.000614335,29.56,-0.006272036
2/9/2001,907404,-0.000112459,30.96,0.020096522
2/16/2001,899798,-0.003655666,29.71,-0.0178983
2/23/2001,902657,0.001377731,28.74,-0.014415888
3/2/2001,898299,-0.002101838,27.88,-0.013193994
3/9/2001,902827,0.002183622,28.46,0.008942126
3/16/2001,901012,-0.000873964,27.06,-0.021907103
3/23/2001,909129,0.003894936,26.55,-0.008263267
3/30/2001,907092,-0.000974175,26.83,0.004556147
4/6/2001,910949,0.001842727,26.64,-0.003086452
4/13/2001,918418,0.003546323,28.05,0.022398645
4/20/2001,923694,0.002487736,28.02,-0.000464735
4/27/2001,942322,0.008671208,27.69,-0.005145175
5/4/2001,945620,0.001517318,28.4,0.010995384
5/11/2001,953563,0.003632742,28.09,-0.004766601
5/18/2001,959579,0.002731344,29.07,0.014893293
