Date,Stock,Stock_change,Price,Price_change,Days_of_Supply,DoS_change
7/15/2011,1051625,0.003624644,96.71,-0.004016478,21.5,-0.013761468
7/22/2011,1063055,0.010868893,98.11,0.014476269,21.6,0.004651163
7/29/2011,1065611,0.002404391,97.87,-0.002446234,21.6,0
8/5/2011,1057473,-0.007636933,90.82,-0.072034331,21.1,-0.023148148
8/12/2011,1062019,0.004298928,82.92,-0.086985246,21.5,0.018957346
8/19/2011,1065994,0.003742871,85.35,0.029305355,21.2,-0.013953488
8/26/2011,1070340,0.004076946,85.08,-0.003163445,21.6,0.018867925
9/2/2011,1066011,-0.004044509,88.07,0.035143394,21.4,-0.009259259
9/9/2011,1061390,-0.004334852,87.91,-0.001816737,21.1,-0.014018692
9/16/2011,1056138,-0.004948228,88.93,0.011602776,20.7,-0.018957346
9/23/2011,1057250,0.001052893,83.77,-0.058023164,20.9,0.009661836
9/30/2011,1052618,-0.004381178,81.45,-0.027694879,20.7,-0.009569378
10/7/2011,1051107,-0.001435469,79.71,-0.021362799,21,0.014492754
10/14/2011,1040185,-0.01039095,85.56,0.073391043,21,0
10/21/2011,1040885,0.000672957,86.71,0.01344086,21.5,0.023809524
10/28/2011,1042691,0.001735062,92.38,0.065390382,21.8,0.013953488
11/4/2011,1027130,-0.014923884,93.24,0.009309374,21.7,-0.004587156
11/11/2011,1018429,-0.008471177,96.97,0.04000429,21.6,-0.004608295
11/18/2011,1014530,-0.003828446,99.27,0.023718676,21.1,-0.023148148
11/25/2011,1022191,0.00755128,96.97,-0.023169135,21.4,0.014218009
12/2/2011,1031522,0.009128431,99.9,0.030215531,21.2,-0.009345794
12/9/2011,1033526,0.00194276,100.1,0.002002002,21,-0.009433962
12/16/2011,1015357,-0.017579625,96.05,-0.04045954,20.4,-0.028571429
12/23/2011,1018458,0.003054098,97.8,0.018219677,20.6,0.009803922
12/30/2011,1021859,0.003339362,99.8,0.020449898,21,0.019417476
1/6/2012,1028164,0.006170127,102.39,0.025951904,21,0
1/13/2012,1026101,-0.002006489,100.44,-0.019044829,20.8,-0.00952381
1/20/2012,1021826,-0.004166257,100.04,-0.003982477,21.1,0.014423077
1/27/2012,1029880,0.007881968,99.44,-0.005997601,21.6,0.023696682
2/3/2012,1034037,0.004036393,97.81,-0.016391794,21.8,0.009259259
2/10/2012,1030067,-0.003839321,98.51,0.007156732,21.8,0
2/17/2012,1033319,0.003157076,101.8,0.033397625,21.6,-0.009174312
2/24/2012,1033857,0.000520652,107.43,0.055304519,21.8,0.009259259
3/2/2012,1032456,-0.00135512,107.54,0.001023923,21.8,0
3/9/2012,1028013,-0.004303331,106.31,-0.011437605,22,0.009174312
3/16/2012,1029557,0.001501927,106.13,-0.001693162,22.1,0.004545455
3/23/2012,1035877,0.006138563,106.64,0.004805427,22.7,0.027149321
3/30/2012,1048243,0.011937711,105.11,-0.014347337,23.2,0.022026432
4/6/2012,1044090,-0.003961868,103.51,-0.015222148,23.4,0.00862069
4/13/2012,1041865,-0.002131042,102.53,-0.009467684,23.7,0.012820513
4/20/2012,1041846,-1.82E-05,103.02,0.004779089,23.9,0.008438819
4/27/2012,1043752,0.001829445,104.05,0.009998059,24.1,0.008368201
5/4/2012,1046923,0.003038078,103.46,-0.005670351,24.3,0.008298755
5/11/2012,1049795,0.002743277,96.99,-0.062536246,24.2,-0.004115226
5/18/2012,1050852,0.001006863,93.12,-0.039901021,24.1,-0.004132231
5/25/2012,1056348,0.005230042,91.13,-0.021370275,24.1,0
6/1/2012,1061481,0.004859194,87.09,-0.044332273,23.7,-0.01659751
6/8/2012,1062637,0.001089044,84.44,-0.030428293,23.4,-0.012658228
6/15/2012,1073718,0.010427832,83.32,-0.013263856,23.4,0
6/22/2012,1076315,0.002418698,81.41,-0.022923668,23.2,-0.008547009
6/29/2012,1072240,-0.003786066,80.29,-0.013757524,22.9,-0.012931034
7/6/2012,1075035,0.002606693,85.77,0.068252584,22.5,-0.017467249
7/13/2012,1076465,0.001330189,85.78,0.000116591,22.5,0
7/20/2012,1086595,0.009410431,90.32,0.05292609,22.6,0.004444444
7/27/2012,1079372,-0.006647371,89.03,-0.014282551,22.2,-0.017699115
8/3/2012,1078282,-0.001009846,89.06,0.000336965,22,-0.009009009
8/10/2012,1073700,-0.004249352,93.09,0.045250393,21.7,-0.013636364
8/17/2012,1070695,-0.002798733,94.42,0.014287249,21.5,-0.00921659
8/24/2012,1075357,0.004354181,96.47,0.021711502,21.8,0.013953488
8/31/2012,1065745,-0.008938427,95.68,-0.008189074,21.7,-0.004587156
9/7/2012,1068515,0.002599121,95.65,-0.000313545,22.3,0.02764977
9/14/2012,1079917,0.010670884,97.61,0.020491375,23,0.031390135
9/21/2012,1077250,-0.002469634,93.73,-0.039750026,23.2,0.008695652
9/28/2012,1074819,-0.002256672,91.46,-0.0242185,23,-0.00862069
10/5/2012,1070293,-0.004210942,90.82,-0.006997595,23,0
10/12/2012,1067619,-0.002498381,91.38,0.006166043,23.2,0.008695652
10/19/2012,1071589,0.003718555,91.64,0.002845262,23.5,0.012931034
10/26/2012,1071486,-9.61E-05,86.69,-0.054015714,23.4,-0.004255319
11/2/2012,1071985,0.000465708,85.88,-0.009343638,23.5,0.004273504
11/9/2012,1067257,-0.004410509,85.99,0.001280857,23.7,0.008510638
11/16/2012,1061047,-0.005818655,85.88,-0.001279219,23.6,-0.004219409
11/23/2012,1059620,-0.001344898,87.92,0.023754075,23.4,-0.008474576
11/30/2012,1065552,0.005598233,87.68,-0.002729754,22.9,-0.021367521
12/7/2012,1070765,0.0048923,87.53,-0.001710766,22.7,-0.008733624
12/14/2012,1068820,-0.001816458,86.15,-0.015766023,22.3,-0.017621145
12/21/2012,1071822,0.002808705,88.69,0.029483459,22.3,0
12/28/2012,1061799,-0.009351366,90.32,0.018378622,21.6,-0.031390135
1/4/2013,1072323,0.00991148,92.74,0.026793623,21.7,0.00462963
1/11/2013,1075759,0.003204258,93.36,0.006685357,21.8,0.004608295
1/18/2013,1073122,-0.002451293,94.54,0.012639246,22.4,0.027522936
1/25/2013,1075095,0.001838561,95.83,0.013645018,23.1,0.03125
2/1/2013,1074891,-0.000189751,97.44,0.016800584,23.6,0.021645022
2/8/2013,1067528,-0.006849997,96.2,-0.01272578,23.9,0.012711864
2/15/2013,1066279,-0.001169993,96.94,0.007692308,24.3,0.016736402
2/22/2013,1060384,-0.005528572,94.27,-0.02754281,24.3,0
3/1/2013,1057861,-0.002379327,92.25,-0.021427814,24.7,0.016460905
3/8/2013,1052279,-0.005276686,90.98,-0.013766938,25.1,0.016194332
3/15/2013,1050823,-0.001383663,92.72,0.019125082,24.8,-0.011952191
3/22/2013,1048912,-0.001818575,93,0.003019845,24.9,0.004032258
3/29/2013,1048801,-0.000105824,96.24,0.03483871,24.7,-0.008032129
4/5/2013,1054287,0.005230735,94.93,-0.013611804,24.2,-0.020242915
4/12/2013,1056915,0.00249268,93.4,-0.016117139,23.9,-0.012396694
4/19/2013,1054975,-0.001835531,87.97,-0.058137045,24.1,0.008368201
4/26/2013,1067330,0.011711178,91.2,0.036717063,24.7,0.024896266
5/3/2013,1070941,0.003383209,93.72,0.027631579,24.7,0
5/10/2013,1073593,0.002476327,96.17,0.026141699,24.6,-0.004048583
5/17/2013,1077821,0.003938178,94.97,-0.012477904,24.2,-0.016260163
5/24/2013,1087570,0.009045101,95.11,0.00147415,24.3,0.004132231
5/31/2013,1086394,-0.00108131,93.43,-0.017663758,23.8,-0.020576132
6/7/2013,1099306,0.011885191,94.26,0.008883656,24,0.008403361
6/14/2013,1106068,0.006151154,96.31,0.021748356,23.9,-0.004166667
6/21/2013,1115384,0.008422629,96.71,0.004153255,23.6,-0.012552301
6/28/2013,1100719,-0.013147938,95.92,-0.008168752,22.7,-0.038135593
7/5/2013,1093620,-0.006449421,100.51,0.047852377,21.8,-0.039647577
7/12/2013,1093410,-0.000192023,104.81,0.042781813,21.1,-0.032110092
7/19/2013,1091128,-0.002087049,106.98,0.020704131,20.8,-0.014218009
7/26/2013,1092744,0.001481036,105.94,-0.009721443,20.9,0.004807692
8/2/2013,1093386,0.000587512,105.5,-0.004153294,20.9,0
8/9/2013,1091531,-0.001696565,105.12,-0.003601896,20.9,0
8/16/2013,1088711,-0.002583527,106.92,0.017123288,20.9,0
8/23/2013,1090878,0.001990427,105.47,-0.013561541,21.1,0.009569378
8/30/2013,1092643,0.001617963,108.3,0.026832275,21,-0.004739336
9/6/2013,1096331,0.003375302,108.67,0.003416436,20.9,-0.004761905
9/13/2013,1090254,-0.005543034,108.26,-0.00377289,20.5,-0.019138756
9/20/2013,1091735,0.001358399,106.23,-0.018751155,20.7,0.009756098
9/27/2013,1096767,0.004609177,103.06,-0.029840911,21.2,0.024154589
10/4/2013,1098421,0.001508069,103.12,0.000582185,22,0.037735849
10/11/2013,1098310,-0.000101054,102.63,-0.004751746,22.7,0.031818182
10/18/2013,1102009,0.003367902,101.48,-0.011205301,23.4,0.030837004
10/25/2013,1096218,-0.005254948,97.77,-0.036558928,23.8,0.017094017
11/1/2013,1087433,-0.008013917,96.93,-0.008591593,23.8,0
11/8/2013,1081508,-0.005448612,94.32,-0.026926648,23.8,0
11/15/2013,1069774,-0.010849665,93.93,-0.00413486,23.6,-0.008403361
11/22/2013,1068135,-0.001532099,94,0.000745236,23.6,0
11/29/2013,1061048,-0.006634929,93.2,-0.008510638,22.8,-0.033898305
12/6/2013,1055906,-0.004846152,96.42,0.034549356,21.8,-0.043859649
12/13/2013,1043309,-0.011930039,97.48,0.01099357,21.5,-0.013761468
12/20/2013,1030603,-0.012178559,98.12,0.006565449,21,-0.023255814
12/27/2013,1023985,-0.006421483,99.5,0.014064411,20.5,-0.023809524
1/3/2014,1025775,0.001748072,96.78,-0.027336683,20.2,-0.014634146
1/10/2014,1015515,-0.010002193,92.76,-0.041537508,19.8,-0.01980198
1/17/2014,1011556,-0.003898515,93.38,0.006683915,20.2,0.02020202
1/24/2014,1007787,-0.003725943,96.42,0.032555151,20.9,0.034653465
1/31/2014,1002474,-0.005271947,97.24,0.00850446,21.3,0.019138756
2/7/2014,1004308,0.001829474,97.74,0.005141917,21.7,0.018779343
2/14/2014,1001808,-0.002489276,100.2,0.025168815,21.8,0.004608295
2/21/2014,1001310,-0.000497101,102.72,0.025149701,21.8,0
2/28/2014,1003492,0.002179145,102.45,-0.002628505,21.8,0
3/7/2014,1001623,-0.001862496,102.77,0.003123475,22.3,0.02293578
3/14/2014,1001111,-0.00051117,99.25,-0.034251241,22.8,0.022421525
3/21/2014,1006569,0.005451943,99.41,0.001612091,23.3,0.021929825
3/28/2014,1005298,-0.001262705,100.4,0.009958757,23.1,-0.008583691
4/4/2014,1010677,0.005350652,100.47,0.000697211,23.2,0.004329004
4/11/2014,1025138,0.014308231,102.75,0.022693341,23.6,0.017241379
4/18/2014,1037160,0.011727202,103.97,0.011873479,23.5,-0.004237288
4/25/2014,1045072,0.007628524,102.1,-0.017985957,23.4,-0.004255319
5/2/2014,1052492,0.007099989,100.21,-0.018511263,23.1,-0.012820513
5/9/2014,1055940,0.003276034,100,-0.002095599,23.1,0
5/16/2014,1058017,0.001966968,101.64,0.0164,22.7,-0.017316017
5/23/2014,1061212,0.0030198,103.44,0.017709563,22.8,0.004405286
5/30/2014,1070007,0.008287694,103.28,-0.00154679,22.5,-0.013157895
6/6/2014,1076058,0.005655103,102.58,-0.006777692,22.4,-0.004444444
6/13/2014,1082101,0.005615868,105.32,0.02671086,22.6,0.008928571
6/20/2014,1087274,0.004780515,106.58,0.01196354,22.7,0.004424779
6/27/2014,1086834,-0.000404682,106.06,-0.004878964,22.5,-0.008810573
7/4/2014,1091366,0.00416991,104.81,-0.011785782,22.1,-0.017777778
7/11/2014,1092592,0.001123363,102.6,-0.021085774,21.2,-0.040723982
7/18/2014,1097829,0.004793189,101.68,-0.008966862,20.7,-0.023584906
7/25/2014,1097336,-0.000449068,103.26,0.015538946,20.3,-0.019323671
8/1/2014,1089228,-0.007388803,99.79,-0.033604494,20.2,-0.004926108
8/8/2014,1090747,0.001394566,97.52,-0.02274777,20.4,0.00990099
8/15/2014,1090065,-0.00062526,97.19,-0.003383921,20.2,-0.009803922
8/22/2014,1091487,0.001304509,94.91,-0.023459204,20.1,-0.004950495
8/29/2014,1092964,0.0013532,94.32,-0.006216416,20,-0.004975124
9/5/2014,1102718,0.008924356,94.04,-0.002968617,19.9,-0.005
9/12/2014,1107620,0.00444538,92.44,-0.017014037,20.2,0.015075377
9/19/2014,1108544,0.000834221,93.54,0.011899611,20,-0.00990099
9/26/2014,1102727,-0.005247424,92.39,-0.012294206,20.2,0.01
10/3/2014,1106434,0.003361666,91.44,-0.010282498,20.7,0.024752475
10/10/2014,1107479,0.000944476,87.62,-0.041776028,21.6,0.043478261
10/17/2014,1111871,0.003965764,82.96,-0.053184205,22.4,0.037037037
10/24/2014,1103401,-0.00761779,81.83,-0.013621022,22.8,0.017857143
10/31/2014,1100972,-0.002201376,81.26,-0.006965661,22.8,0
11/7/2014,1094691,-0.005704959,78.24,-0.037164657,22.5,-0.013157895
11/14/2014,1094727,3.29E-05,76.51,-0.022111452,22.4,-0.004444444
11/21/2014,1090051,-0.004271385,75.38,-0.014769311,22.2,-0.008928571
11/28/2014,1088914,-0.00104307,72.43,-0.039135049,21.7,-0.022522523
12/5/2014,1096205,0.006695662,67.18,-0.072483777,21.5,-0.00921659
12/12/2014,1097390,0.001081002,61.11,-0.090354272,21.3,-0.009302326
12/19/2014,1103824,0.005863002,55.79,-0.087056128,21.6,0.014084507
12/26/2014,1106648,0.002558379,55.74,-0.000896218,21.5,-0.00462963
1/2/2015,1111801,0.004656404,53.42,-0.041621816,21.3,-0.009302326
1/9/2015,1121784,0.008979125,48.75,-0.087420442,21.8,0.023474178
1/16/2015,1123888,0.001875584,47.08,-0.03425641,22.9,0.050458716
1/23/2015,1125856,0.001751064,46.52,-0.011894647,23.9,0.043668122
1/30/2015,1138099,0.010874392,45.72,-0.017196905,24.6,0.029288703
2/6/2015,1139763,0.001462087,50.65,0.107830271,25.1,0.020325203
2/13/2015,1138901,-0.000756298,51.14,0.009674235,25.3,0.007968127
2/20/2015,1141121,0.001949248,51.79,0.012710207,25.9,0.023715415
2/27/2015,1143418,0.002012933,49.53,-0.043637768,26.7,0.030888031
3/6/2015,1146528,0.002719915,50.4,0.017565112,27.2,0.018726592
3/13/2015,1153514,0.006093179,47.67,-0.054166667,27.8,0.022058824
3/20/2015,1163991,0.009082681,44.34,-0.069855255,28.2,0.014388489
3/27/2015,1167195,0.002752599,48.89,0.102616148,28.3,0.003546099
4/3/2015,1182063,0.012738231,48.88,-0.000204541,28.7,0.014134276
4/10/2015,1189307,0.006128269,51.79,0.059533552,28.5,-0.006968641
4/17/2015,1198453,0.007690193,54.81,0.058312416,28.6,0.003508772
4/24/2015,1205988,0.006287272,56.54,0.031563583,28.5,-0.003496503
5/1/2015,1212201,0.005151793,58.28,0.030774673,28.1,-0.014035088
5/8/2015,1206646,-0.004582573,59.72,0.024708305,28.1,0
5/15/2015,1204157,-0.002062743,60.01,0.004855995,27.8,-0.010676157
5/22/2015,1206389,0.001853579,59.22,-0.013164473,27.5,-0.010791367
5/29/2015,1213817,0.006157218,58.38,-0.014184397,27.3,-0.007272727
6/5/2015,1213870,4.37E-05,59.65,0.021754025,26.7,-0.021978022
6/12/2015,1216610,0.002257243,60.09,0.007376362,26.5,-0.007490637
6/19/2015,1210028,-0.005410115,59.89,-0.003328341,26.2,-0.011320755
6/26/2015,1220363,0.008541125,60.06,0.002838537,26.3,0.003816794
7/3/2015,1230939,0.008666274,57.92,-0.035631036,26.3,0
7/10/2015,1233897,0.002403044,52.41,-0.095131215,25.8,-0.019011407
7/17/2015,1236879,0.002416733,51.69,-0.013737836,25.8,0
7/24/2015,1237005,0.000101869,49.26,-0.047011027,25.5,-0.011627907
7/31/2015,1236992,-1.05E-05,47.96,-0.026390581,25.1,-0.015686275
8/7/2015,1243009,0.004864219,44.92,-0.063386155,24.9,-0.007968127
8/14/2015,1243962,0.000766688,43.21,-0.038067676,25.1,0.008032129
8/21/2015,1246907,0.002367436,41.38,-0.042351308,24.8,-0.011952191
8/28/2015,1252526,0.004506351,40.79,-0.014258096,25.3,0.02016129
9/4/2015,1255803,0.002616313,46.73,0.145623927,25.8,0.019762846
9/11/2015,1264248,0.006724781,45.16,-0.033597261,25.8,0
9/18/2015,1261218,-0.002396682,45.46,0.006643047,25.9,0.003875969
9/25/2015,1264708,0.002767166,45.52,0.001319842,26.3,0.015444015
10/2/2015,1267240,0.002002043,45.01,-0.011203866,26.7,0.015209125
10/9/2015,1270600,0.002651431,48.33,0.073761386,27.7,0.037453184
10/16/2015,1272064,0.001152212,46.74,-0.032898821,28.6,0.032490975
10/23/2015,1268660,-0.002675966,45.32,-0.03038083,29,0.013986014
10/30/2015,1266757,-0.001500008,45.15,-0.003751103,29.1,0.003448276
11/6/2015,1269121,0.001866183,45.97,0.018161683,29.1,0
11/13/2015,1269361,0.000189107,42.64,-0.072438547,28.8,-0.010309278
11/20/2015,1271706,0.001847386,40.82,-0.042682927,28.5,-0.010416667
11/27/2015,1273841,0.001678847,42.34,0.037236649,28.1,-0.014035088
12/4/2015,1270276,-0.002798622,40.9,-0.034010392,27.5,-0.021352313
12/11/2015,1275094,0.003792877,36.94,-0.096821516,27.6,0.003636364
12/18/2015,1269935,-0.004045976,35.77,-0.031672983,27.2,-0.014492754
12/25/2015,1269773,-0.000127566,36.62,0.02376293,27.4,0.007352941
1/1/2016,1278051,0.006519275,37.08,0.012561442,27.2,-0.00729927
1/8/2016,1288078,0.00784554,34.63,-0.066073355,27.3,0.003676471
1/15/2016,1294608,0.005069569,30.59,-0.116661854,27.6,0.010989011
1/22/2016,1293511,-0.000847361,29.18,-0.046093495,28.6,0.036231884
1/29/2016,1303094,0.007408518,32.19,0.103152844,29.5,0.031468531
2/5/2016,1303518,0.000325379,31.28,-0.028269649,29.9,0.013559322
2/12/2016,1307078,0.002731071,28.15,-0.100063939,30.2,0.010033445
2/19/2016,1302018,-0.00387123,30.03,0.06678508,30.4,0.006622517
2/26/2016,1312140,0.007774086,32.27,0.074592075,31,0.019736842
3/4/2016,1311750,-0.000297224,34.66,0.074062597,31,0
3/11/2016,1313377,0.001240328,37.81,0.090882862,31,0
3/18/2016,1320209,0.005201858,38.32,0.013488495,31.6,0.019354839
3/25/2016,1321574,0.001033927,40.15,0.047755741,31.5,-0.003164557
4/1/2016,1322018,0.000335963,38.22,-0.048069738,30.9,-0.019047619
4/8/2016,1328711,0.005062715,37.26,-0.025117739,31.4,0.01618123
4/15/2016,1328303,-0.000307065,41.23,0.106548578,31.4,0
4/22/2016,1333690,0.004055551,42.08,0.020616056,31.7,0.00955414
4/29/2016,1335850,0.001619567,44.79,0.064401141,32.1,0.012618297
5/6/2016,1334025,-0.001366171,44.24,-0.012279527,31.7,-0.012461059
5/13/2016,1333253,-0.0005787,45.45,0.027350814,31.7,0
5/20/2016,1332379,-0.000655539,48.03,0.056765677,31.2,-0.015772871
5/27/2016,1329747,-0.001975414,49.01,0.020403914,31,-0.006410256
6/3/2016,1334079,0.003257763,48.91,-0.0020404,30.8,-0.006451613
6/10/2016,1333636,-0.000332064,50.18,0.02596606,30.7,-0.003246753
6/17/2016,1339096,0.004094071,47.91,-0.045237146,30.6,-0.003257329
6/24/2016,1337933,-0.000868496,49.02,0.023168441,30.1,-0.016339869
7/1/2016,1341271,0.002494893,48.28,-0.015095879,29.8,-0.009966777
7/8/2016,1348469,0.005366552,46.15,-0.044117647,29.6,-0.006711409
7/15/2016,1351173,0.002005237,45.59,-0.012134345,29.3,-0.010135135
7/22/2016,1354090,0.002158865,44.75,-0.018425093,29.4,0.003412969
7/29/2016,1356301,0.001632831,42.14,-0.058324022,29.4,0
8/5/2016,1359005,0.001993658,40.83,-0.031086853,29.5,0.003401361
8/12/2016,1360648,0.001208973,43.1,0.055596375,29.3,-0.006779661
8/19/2016,1367347,0.004923389,47.17,0.094431555,29.4,0.003412969
8/26/2016,1371845,0.003289582,47.38,0.004451982,29.7,0.010204082
9/2/2016,1357983,-0.01010464,45.13,-0.047488392,28.7,-0.033670034
9/9/2016,1363947,0.004391808,45.96,0.018391314,28.7,0
9/16/2016,1357880,-0.00444812,44.34,-0.035248042,28.4,-0.010452962
9/23/2016,1357504,-0.000276902,44.58,0.00541272,28.4,0
9/30/2016,1315693,-0.030799909,46.74,0.048452221,28.6,0.007042254
10/7/2016,1341228,0.019408023,49.52,0.059477963,29.4,0.027972028
10/14/2016,1337407,-0.002848882,50.44,0.018578352,29.6,0.006802721
10/21/2016,1328257,-0.006841597,50.62,0.003568596,30,0.013513514
10/28/2016,1337021,0.006598121,49.62,-0.019755038,31.2,0.04
11/4/2016,1330107,-0.005171198,45.52,-0.082627973,31.2,0
11/11/2016,1337000,0.00518229,44.95,-0.012521968,31.2,0
11/18/2016,1336700,-0.000224383,45.16,0.004671858,30.7,-0.016025641
11/25/2016,1336758,4.34E-05,47.83,0.059123118,30.2,-0.016286645
12/2/2016,1338118,0.001017387,48.9,0.022370897,29.8,-0.013245033
12/9/2016,1336002,-0.001581325,50.97,0.042331288,29.5,-0.010067114
12/16/2016,1324122,-0.008892202,51.93,0.018834609,29.5,0
12/23/2016,1311033,-0.009885041,52.56,0.012131716,29.4,-0.003389831
12/30/2016,1317260,0.00474969,53.86,0.024733638,28.9,-0.017006803
1/6/2017,1330891,0.010347995,53.34,-0.00965466,28.8,-0.003460208
1/13/2017,1329108,-0.001339704,52.08,-0.023622047,29.1,0.010416667
1/20/2017,1338069,0.006742116,51.84,-0.004608295,29.5,0.013745704
1/27/2017,1343633,0.004158231,53.13,0.024884259,30.2,0.023728814
2/3/2017,1345340,0.001270436,53.34,0.003952569,31.6,0.046357616
2/10/2017,1356807,0.008523496,52.88,-0.008623922,32.7,0.034810127
2/17/2017,1346060,-0.007920802,53.2,0.006051437,33.2,0.01529052
2/24/2017,1346694,0.000471004,54.02,0.015413534,33.4,0.006024096
3/3/2017,1344454,-0.001663333,53.57,-0.008330248,34.2,0.023952096
3/10/2017,1336547,-0.005881198,50.88,-0.050214672,34.1,-0.002923977
3/17/2017,1337877,0.000995102,48.5,-0.04677673,34.2,0.002932551
3/24/2017,1333887,-0.002982337,47.85,-0.013402062,33.9,-0.00877193
3/31/2017,1334977,0.000817161,49.31,0.030512017,33.5,-0.01179941
4/7/2017,1330350,-0.003465977,51.27,0.03974853,32.7,-0.023880597
4/14/2017,1328548,-0.001354531,53.19,0.0374488,32.1,-0.018348624
4/21/2017,1335003,0.004858688,51.08,-0.039669111,31.4,-0.021806854
4/28/2017,1336032,0.000770785,49.34,-0.034064213,31,-0.012738854
5/5/2017,1332286,-0.002803825,47.21,-0.043169842,30.7,-0.009677419
5/12/2017,1336544,0.00319601,47.06,-0.003177293,30.5,-0.006514658
5/19/2017,1333099,-0.002577543,49.25,0.046536337,30.2,-0.009836066
5/26/2017,1327954,-0.003859428,50.45,0.024365482,29.7,-0.016556291
6/2/2017,1343664,0.011830229,48.5,-0.038652131,29.7,0
6/9/2017,1350468,0.005063766,46.56,-0.04,29.5,-0.006734007
6/16/2017,1348545,-0.001423951,45.29,-0.027276632,29.5,0
6/23/2017,1349383,0.00062141,43.14,-0.047471848,29.7,0.006779661
6/30/2017,1335894,-0.009996421,44.67,0.035465925,29.4,-0.01010101
7/7/2017,1332087,-0.002849777,45.49,0.018356839,29,-0.013605442
7/14/2017,1321814,-0.007711959,45.51,0.000439657,28.7,-0.010344828
7/21/2017,1312666,-0.006920792,46.42,0.019995605,28.1,-0.020905923
7/28/2017,1313557,0.000678771,48.35,0.041576907,27.9,-0.007117438
8/4/2017,1308832,-0.003597103,49.51,0.023991727,27.4,-0.017921147
8/11/2017,1301666,-0.005475111,49.11,-0.008079176,26.7,-0.025547445
8/18/2017,1301666,0,47.5,-0.032783547,26.5,-0.007490637
8/25/2017,1300534,-0.000869655,47.74,0.005052632,26,-0.018867925
9/1/2017,1306989,0.004963346,46.7,-0.021784667,27.5,0.057692308
9/8/2017,1308786,0.001374916,48.6,0.040685225,29.4,0.069090909
9/15/2017,1302423,-0.004861757,49.08,0.009876543,30.8,0.047619048
9/22/2017,1297413,-0.003846677,50.2,0.022819886,31.5,0.022727273
9/29/2017,1291108,-0.004859671,51.89,0.033665339,30.3,-0.038095238
10/6/2017,1289708,-0.00108434,50.21,-0.03237618,29.1,-0.03960396
10/13/2017,1281177,-0.006614676,51.07,0.017128062,28.6,-0.017182131
10/20/2017,1269180,-0.009364046,51.71,0.012531819,28.7,0.003496503
10/27/2017,1263539,-0.004444602,52.62,0.017598143,28.5,-0.006968641
11/3/2017,1254436,-0.007204368,54.6,0.037628278,28.7,0.007017544
11/10/2017,1257144,0.002158739,57.13,0.046336996,28.3,-0.013937282
11/17/2017,1257120,-1.91E-05,55.9,-0.021529844,27.8,-0.017667845
11/24/2017,1249581,-0.005997041,56.98,0.019320215,27.2,-0.021582734
12/1/2017,1247038,-0.002035082,57.83,0.014917515,26.5,-0.025735294
12/8/2017,1244574,-0.001975882,57.02,-0.014006571,26.1,-0.01509434
12/15/2017,1230309,-0.011461753,57.21,0.003332164,25.6,-0.019157088
12/22/2017,1221401,-0.007240457,57.91,0.012235623,25.2,-0.015625
12/29/2017,1222737,0.001093826,59.97,0.03557244,24.6,-0.023809524
1/5/2018,1217289,-0.004455578,61.17,0.020010005,24.2,-0.016260163
1/12/2018,1203488,-0.011337488,63.27,0.034330554,23.9,-0.012396694
1/19/2018,1200376,-0.002585817,63.86,0.009325115,24.1,0.008368201
1/26/2018,1202142,0.001471206,65.04,0.01847792,25.1,0.041493776
2/2/2018,1206493,0.003619373,65.21,0.002613776,25.4,0.011952191
2/9/2018,1203593,-0.002403661,61.94,-0.050145683,25.8,0.015748031
2/16/2018,1195623,-0.00662184,60.42,-0.024539877,26,0.007751938
2/23/2018,1199259,0.003041092,62.32,0.031446541,26.2,0.007692308
3/2/2018,1199334,6.25E-05,62.16,-0.002567394,26.7,0.019083969
3/9/2018,1194701,-0.003862977,61.7,-0.007400257,26.9,0.007490637
3/16/2018,1188077,-0.005544484,61.31,-0.006320908,26.4,-0.018587361
3/23/2018,1186589,-0.001252444,64.16,0.046485076,26.1,-0.011363636
3/30/2018,1182747,-0.003237852,65.01,0.01324813,25.4,-0.026819923
4/6/2018,1188756,0.005080546,63.1,-0.029380095,25.4,0
4/13/2018,1178359,-0.008746118,66.04,0.04659271,25.3,-0.003937008
4/20/2018,1179589,0.001043825,67.58,0.0233192,25.5,0.007905138
4/27/2018,1184955,0.004549042,68.14,0.008286475,26,0.019607843
5/4/2018,1183243,-0.001444781,68.38,0.00352216,26,0
5/11/2018,1182615,-0.000530745,70.6,0.032465633,26.1,0.003846154
5/18/2018,1189471,0.005797322,71.31,0.010056657,26.4,0.011494253
5/25/2018,1191029,0.001309826,70.96,-0.004908148,26,-0.015151515
6/1/2018,1206800,0.013241491,67.13,-0.05397407,25.8,-0.007692308
6/8/2018,1205098,-0.001410341,65.34,-0.02666468,25.2,-0.023255814
6/15/2018,1205465,0.00030454,66.21,0.013314968,24.5,-0.027777778
6/22/2018,1201064,-0.003650873,66.25,0.000604138,23.7,-0.032653061
6/29/2018,1204580,0.002927404,71.79,0.083622642,23.7,0
7/6/2018,1197383,-0.005974697,73.79,0.027859033,22.9,-0.033755274
7/13/2018,1203204,0.004861435,71.94,-0.025071148,23.4,0.021834061
7/20/2018,1193291,-0.008238836,68.96,-0.041423408,23.2,-0.008547009
7/27/2018,1203825,0.008827687,68.8,-0.002320186,23.5,0.012931034
8/3/2018,1207015,0.002649887,68.8,0,23.4,-0.004255319
