Date,Stock,Stock_change,Price,Price_change,Days_of_Supply,DoS_change
1/24/1997,911038,0.001571005,24.5,-0.036949686,20,0.025641026
1/31/1997,911146,0.000118546,24.27,-0.009387755,20.6,0.03
2/7/1997,910484,-0.000726558,23.48,-0.032550474,21,0.019417476
2/14/1997,911079,0.000653499,22.23,-0.053236797,21.5,0.023809524
2/21/1997,905517,-0.006104849,22.17,-0.002699055,21.5,0
2/28/1997,906813,0.001431227,20.8,-0.061795219,21.2,-0.013953488
3/7/1997,915461,0.009536696,20.71,-0.004326923,21.5,0.014150943
3/14/1997,913345,-0.002311404,20.64,-0.00338001,21.3,-0.009302326
3/21/1997,911834,-0.001654358,21.77,0.054748062,20.9,-0.018779343
3/28/1997,914606,0.003040027,20.85,-0.042259991,21.1,0.009569378
4/4/1997,916012,0.001537274,19.75,-0.052757794,20.9,-0.009478673
4/11/1997,924576,0.009349222,19.39,-0.018227848,20.9,0
4/18/1997,926085,0.001632099,19.68,0.014956163,21,0.004784689
4/25/1997,932636,0.007073865,19.95,0.013719512,21.2,0.00952381
5/2/1997,920862,-0.012624432,20.01,0.003007519,21.1,-0.004716981
5/9/1997,932428,0.012559971,19.94,-0.003498251,21.3,0.009478673
5/16/1997,933099,0.000719627,21.51,0.078736209,20.7,-0.028169014
5/23/1997,942478,0.010051452,21.63,0.005578801,20.6,-0.004830918
5/30/1997,964144,0.022988335,20.86,-0.035598706,20.6,0
6/6/1997,971833,0.00797495,19.98,-0.042186002,20.4,-0.009708738
6/13/1997,975500,0.003773282,18.68,-0.065065065,20.2,-0.009803922
6/20/1997,976981,0.001518196,18.85,0.009100642,20.2,0
6/27/1997,972936,-0.004140306,19.25,0.021220159,19.9,-0.014851485
7/4/1997,979295,0.006535887,19.96,0.036883117,20.3,0.020100503
7/11/1997,979173,-0.000124579,19.45,-0.025551102,20.2,-0.004926108
7/18/1997,976481,-0.002749259,19.51,0.003084833,20.1,-0.004950495
7/25/1997,964843,-0.011918307,19.51,0,19.5,-0.029850746
8/1/1997,973114,0.008572379,20.08,0.029215787,19.4,-0.005128205
8/8/1997,977552,0.004560617,20.33,0.012450199,19.8,0.020618557
8/15/1997,977579,2.76E-05,20,-0.016232169,19.8,0
8/22/1997,978939,0.001391192,19.89,-0.0055,19.3,-0.025252525
8/29/1997,978947,8.17E-06,19.49,-0.020110608,19.1,-0.010362694
9/5/1997,983738,0.004894034,19.57,0.004104669,18.5,-0.031413613
9/12/1997,993122,0.009539125,19.4,-0.008686765,18.7,0.010810811
9/19/1997,996369,0.003269488,19.41,0.000515464,18.4,-0.016042781
9/26/1997,998693,0.002332469,20.12,0.036579083,18.6,0.010869565
10/3/1997,1003834,0.005147728,21.6,0.073558648,19,0.021505376
10/10/1997,1004343,0.000507056,22.06,0.021296296,18.8,-0.010526316
10/17/1997,1003365,-0.000973771,20.83,-0.055757026,18.8,0
10/24/1997,1006126,0.00275174,20.97,0.006721075,19.2,0.021276596
10/31/1997,1010992,0.004836372,20.91,-0.00286123,19.8,0.03125
11/7/1997,1003594,-0.007317565,20.63,-0.013390722,19.9,0.005050505
11/14/1997,1004384,0.000787171,20.62,-0.000484731,20.5,0.030150754
11/21/1997,1003214,-0.001164893,19.8,-0.039767216,20.7,0.009756098
11/28/1997,1006668,0.003442934,19.57,-0.011616162,20.8,0.004830918
12/5/1997,1000748,-0.005880787,18.71,-0.043944813,20.4,-0.019230769
12/12/1997,1000341,-0.000406696,18.4,-0.01656868,20.4,0
12/19/1997,989818,-0.010519413,18.29,-0.005978261,20.1,-0.014705882
12/26/1997,984363,-0.005511114,18.3,0.000546747,19.8,-0.014925373
1/2/1998,984217,-0.000148319,17.57,-0.03989071,19.4,-0.02020202
1/9/1998,987051,0.002879446,16.84,-0.041548093,19.3,-0.005154639
1/16/1998,995417,0.008475753,16.44,-0.023752969,20.2,0.046632124
1/23/1998,994467,-0.000954374,16.14,-0.018248175,20.8,0.02970297
1/30/1998,992509,-0.001968894,17.23,0.067534077,21.1,0.014423077
2/6/1998,994409,0.00191434,16.64,-0.0342426,21.2,0.004739336
2/13/1998,987149,-0.007300819,16.24,-0.024038462,21.6,0.018867925
2/20/1998,986525,-0.000632123,16.06,-0.011083744,22,0.018518519
2/27/1998,984467,-0.00208611,15.38,-0.04234122,22,0
3/6/1998,978943,-0.005611158,15.23,-0.009752926,21.9,-0.004545455
3/13/1998,973165,-0.005902284,14.21,-0.066973079,21.5,-0.01826484
3/20/1998,982601,0.009696197,13.89,-0.022519353,21.7,0.009302326
3/27/1998,985844,0.003300424,16.5,0.187904968,21.5,-0.00921659
4/3/1998,984675,-0.001185786,15.82,-0.041212121,21.5,0
4/10/1998,994019,0.009489425,15.45,-0.023388116,21.8,0.013953488
4/17/1998,1003049,0.009084333,15.45,0,21.8,0
4/24/1998,1006542,0.003482382,15.34,-0.007119741,21.7,-0.004587156
5/1/1998,1018761,0.012139583,15.58,0.015645372,21.6,-0.004608295
5/8/1998,1028238,0.009302476,15.43,-0.009627728,21.6,0
5/15/1998,1037708,0.00920993,14.98,-0.029163966,22.4,0.037037037
5/22/1998,1043985,0.006048908,14.12,-0.05740988,22.1,-0.013392857
5/29/1998,1052879,0.008519279,14.97,0.0601983,21.7,-0.018099548
6/5/1998,1051361,-0.001441761,14.96,-0.000668003,21.5,-0.00921659
6/12/1998,1053289,0.001833814,13.44,-0.101604278,21.2,-0.013953488
6/19/1998,1057338,0.003844149,11.95,-0.110863095,21,-0.009433962
6/26/1998,1061425,0.003865368,14.14,0.183263598,21.2,0.00952381
7/3/1998,1056508,-0.004632452,14.28,0.00990099,21,-0.009433962
7/10/1998,1058363,0.001755784,13.83,-0.031512605,20.5,-0.023809524
7/17/1998,1067396,0.008534879,14.37,0.039045553,20.8,0.014634146
7/24/1998,1078028,0.009960689,13.81,-0.038970077,21,0.009615385
7/31/1998,1084522,0.006023962,14.2,0.028240406,20.9,-0.004761905
8/7/1998,1083330,-0.001099102,13.74,-0.032394366,21.1,0.009569378
8/14/1998,1087482,0.003832627,13.02,-0.052401747,21.1,0
8/21/1998,1080879,-0.006071825,13.24,0.016897081,20.6,-0.023696682
8/28/1998,1079767,-0.001028792,13.54,0.02265861,20.5,-0.004854369
9/4/1998,1074512,-0.004866791,14,0.033973412,19.9,-0.029268293
9/11/1998,1076851,0.002176802,14.36,0.025714286,19.8,-0.005025126
9/18/1998,1072610,-0.003938335,14.77,0.028551532,19.4,-0.02020202
9/25/1998,1077049,0.004138503,15.74,0.065673663,19.9,0.025773196
10/2/1998,1074172,-0.002671188,15.77,0.001905972,20.6,0.035175879
10/9/1998,1067182,-0.006507338,14.99,-0.049461002,21.7,0.053398058
10/16/1998,1065527,-0.001550813,14.18,-0.054036024,22.5,0.036866359
10/23/1998,1066409,0.000827759,13.78,-0.028208745,23.2,0.031111111
10/30/1998,1066636,0.000212864,14.26,0.034833091,23.2,0
11/6/1998,1069802,0.00296821,14.11,-0.010518934,22.7,-0.021551724
11/13/1998,1064341,-0.005104683,13.57,-0.03827073,21.9,-0.035242291
11/20/1998,1066577,0.00210083,12.34,-0.09064112,21.9,0
11/27/1998,1059383,-0.006744942,12.14,-0.016207455,21.5,-0.01826484
12/4/1998,1066451,0.006671808,11.19,-0.078253707,21.5,0
12/11/1998,1072004,0.00520699,11.09,-0.00893655,21.8,0.013953488
12/18/1998,1065780,-0.005805948,11.44,0.031559964,21.9,0.004587156
12/25/1998,1059408,-0.00597872,11.12,-0.027972028,21.6,-0.01369863
1/1/1999,1042908,-0.015574736,11.75,0.056654676,20.4,-0.055555556
1/8/1999,1049240,0.006071485,12.66,0.077446809,20.4,0
1/15/1999,1048817,-0.000403149,12.58,-0.006319115,20.5,0.004901961
1/22/1999,1043485,-0.005083823,12.26,-0.025437202,21,0.024390244
1/29/1999,1043855,0.000354581,12.4,0.01141925,21.6,0.028571429
2/5/1999,1044179,0.000310388,12.17,-0.018548387,22,0.018518519
2/12/1999,1039886,-0.004111364,11.77,-0.032867707,22,0
2/19/1999,1042731,0.002735877,11.68,-0.007646559,22.1,0.004545455
2/26/1999,1031231,-0.011028731,12.4,0.061643836,21.8,-0.013574661
3/5/1999,1029571,-0.001609727,12.87,0.037903226,21.9,0.004587156
3/12/1999,1025273,-0.004174554,14.19,0.102564103,22.3,0.01826484
3/19/1999,1021163,-0.004008688,14.84,0.045806906,22.6,0.013452915
3/26/1999,1017763,-0.003329537,15.64,0.053908356,22.9,0.013274336
4/2/1999,1020734,0.002919147,16.66,0.065217391,22.7,-0.008733624
4/9/1999,1036615,0.015558412,16.44,-0.013205282,22.5,-0.008810573
4/16/1999,1030475,-0.005923125,16.76,0.01946472,21.9,-0.026666667
4/23/1999,1031010,0.000519178,17.92,0.069212411,21.4,-0.02283105
4/30/1999,1037458,0.006254062,18.22,0.016741071,21.1,-0.014018692
5/7/1999,1040286,0.002725893,18.66,0.024149286,21,-0.004739336
5/14/1999,1052088,0.011344957,18.04,-0.033226152,21.1,0.004761905
5/21/1999,1052787,0.000664393,17.27,-0.042682927,21,-0.004739336
5/28/1999,1055919,0.002974961,17.11,-0.009264621,21,0
6/4/1999,1055888,-2.94E-05,16.76,-0.020455874,21.1,0.004761905
6/11/1999,1057154,0.001198991,17.96,0.071599045,21.1,0
6/18/1999,1053277,-0.003667394,18.2,0.013363029,20.9,-0.009478673
6/25/1999,1051888,-0.001318741,18.09,-0.006043956,20.8,-0.004784689
7/2/1999,1049421,-0.002345307,19.01,0.050856827,20.9,0.004807692
7/9/1999,1058057,0.0082293,19.8,0.041557075,21.1,0.009569378
7/16/1999,1059356,0.001227722,20.15,0.017676768,21,-0.004739336
7/23/1999,1053521,-0.005508063,20.01,-0.006947891,20.6,-0.019047619
7/30/1999,1051663,-0.00176361,20.59,0.028985507,20.2,-0.019417476
8/6/1999,1047706,-0.003762612,20.53,-0.002914036,19.9,-0.014851485
8/13/1999,1044749,-0.002822357,21.45,0.04481247,19.8,-0.005025126
8/20/1999,1040552,-0.004017233,21.61,0.007459207,19.5,-0.015151515
8/27/1999,1040635,7.98E-05,21.22,-0.0180472,19.6,0.005128205
9/3/1999,1034843,-0.005565832,21.92,0.032987747,19.3,-0.015306122
9/10/1999,1030157,-0.004528223,23.01,0.049726277,19.1,-0.010362694
9/17/1999,1031895,0.001687121,24.29,0.055627988,19.1,0
9/24/1999,1030614,-0.001241405,24.5,0.008645533,18.9,-0.010471204
10/1/1999,1030155,-0.000445366,24.54,0.001632653,19,0.005291005
10/8/1999,1022713,-0.007224156,22.77,-0.072127139,18.6,-0.021052632
10/15/1999,1020225,-0.002432745,22.38,-0.0171278,19,0.021505376
10/22/1999,1012104,-0.007960009,22.6,0.009830206,19.2,0.010526316
10/29/1999,1009930,-0.002148001,22.58,-0.000884956,19.6,0.020833333
11/5/1999,1000645,-0.009193706,22.72,0.006200177,19.7,0.005102041
11/12/1999,992651,-0.007988847,24.2,0.065140845,19.8,0.005076142
11/19/1999,982237,-0.010491099,25.96,0.072727273,19.5,-0.015151515
11/26/1999,978241,-0.004068265,26.79,0.031972265,19.2,-0.015384615
12/3/1999,972293,-0.006080301,25.44,-0.050391937,19.1,-0.005208333
12/10/1999,958861,-0.013814766,26.16,0.028301887,18.7,-0.020942408
12/17/1999,953903,-0.005170718,26.21,0.001911315,18.7,0
12/24/1999,940797,-0.013739342,26.04,-0.006486074,18.9,0.010695187
12/31/1999,927748,-0.013870155,26.31,0.010368664,18.9,0
1/7/2000,921341,-0.00690597,24.87,-0.054732041,19.4,0.026455026
1/14/2000,918976,-0.002566911,26.29,0.057096904,19.7,0.015463918
1/21/2000,910723,-0.008980648,29.06,0.105363256,19.7,0
1/28/2000,896962,-0.015109973,27.7,-0.046799725,19.2,-0.025380711
2/4/2000,891665,-0.00590549,28.05,0.012635379,19.5,0.015625
2/11/2000,884554,-0.007974968,28.82,0.02745098,19.4,-0.005128205
2/18/2000,879418,-0.005806316,29.87,0.036433033,19.4,0
2/25/2000,878771,-0.000735714,29.83,-0.001339136,19.3,-0.005154639
3/3/2000,886418,0.008701926,31.11,0.042909822,19.5,0.010362694
3/10/2000,879956,-0.007290014,32.2,0.035036966,19.3,-0.01025641
3/17/2000,880769,0.00092391,31.29,-0.02826087,19.3,0
3/24/2000,879853,-0.00104,28.04,-0.10386705,19.1,-0.010362694
3/31/2000,883385,0.004014307,26.99,-0.037446505,19,-0.005235602
4/7/2000,889073,0.006438869,25.69,-0.048165987,19,0
4/14/2000,891893,0.003171843,24.87,-0.031919035,19.2,0.010526316
4/21/2000,900051,0.009146837,26.31,0.057901086,19.4,0.010416667
4/28/2000,906042,0.006656289,25.44,-0.033067275,19.1,-0.015463918
5/5/2000,912206,0.006803217,26.76,0.051886792,19.3,0.010471204
5/12/2000,916788,0.005022988,28.71,0.072869955,19.2,-0.005181347
5/19/2000,922234,0.005940305,29.84,0.039359108,19.1,-0.005208333
5/26/2000,923020,0.000852278,29.57,-0.009048257,18.7,-0.020942408
6/2/2000,930705,0.00832593,29.96,0.013189043,18.3,-0.021390374
6/9/2000,934568,0.004150617,29.88,-0.002670227,18.2,-0.005464481
6/16/2000,930063,-0.004820409,32.49,0.087349398,17.8,-0.021978022
6/23/2000,936255,0.006657614,32.11,-0.011695906,17.8,0
6/30/2000,936838,0.000622694,32.16,0.001557147,17.7,-0.005617978
7/7/2000,943557,0.007171998,30.31,-0.057524876,17.8,0.005649718
7/14/2000,942910,-0.000685703,30.52,0.006928406,17.7,-0.005617978
7/21/2000,949070,0.006532967,30.74,0.007208388,17.7,0
7/28/2000,940466,-0.009065717,28,-0.089134678,17,-0.039548023
8/4/2000,942288,0.001937337,28.42,0.015,17.1,0.005882353
8/11/2000,942669,0.000404335,30.15,0.060872625,17.3,0.011695906
8/18/2000,943634,0.001023689,31.87,0.057048093,17.1,-0.011560694
8/25/2000,942714,-0.000974954,31.87,0,17.3,0.011695906
9/1/2000,947768,0.005361117,33.09,0.038280515,17.4,0.005780347
9/8/2000,945995,-0.001870711,34.44,0.040797824,17.3,-0.005747126
9/15/2000,938934,-0.007464099,34.65,0.006097561,17.3,0
9/22/2000,938971,3.94E-05,35.45,0.023088023,17.3,0
9/29/2000,944109,0.005471947,31.14,-0.12157969,17.4,0.005780347
10/6/2000,949250,0.005445346,31.41,0.00867052,17.6,0.011494253
10/13/2000,937775,-0.012088491,33.87,0.078319007,17.4,-0.011363636
10/20/2000,937058,-0.000764576,33.21,-0.019486271,17.7,0.017241379
10/27/2000,931606,-0.00581821,33.31,0.003011141,17.7,0
11/3/2000,928979,-0.002819862,32.8,-0.015310718,17.5,-0.011299435
11/10/2000,932146,0.003409119,33.49,0.021036585,17.5,0
11/17/2000,932352,0.000220995,35.1,0.048074052,18,0.028571429
11/24/2000,932263,-9.55E-05,35.26,0.004558405,18.1,0.005555556
12/1/2000,938138,0.00630187,34.01,-0.035450936,18.4,0.016574586
12/8/2000,928078,-0.010723369,29.68,-0.127315495,18.2,-0.010869565
12/15/2000,931610,0.003805715,28.96,-0.02425876,18.3,0.005494505
12/22/2000,924422,-0.007715675,27.4,-0.053867403,18.1,-0.010928962
12/29/2000,914097,-0.011169141,26.44,-0.035036496,17.9,-0.011049724
1/5/2001,911061,-0.003321311,27.83,0.052571861,17.9,0
1/12/2001,906808,-0.004668184,28.78,0.034135825,17.9,0
1/19/2001,908845,0.002246341,30.63,0.064280751,17.9,0
1/26/2001,906356,-0.002738641,29.99,-0.020894548,17.7,-0.011173184
2/2/2001,907639,0.001415559,29.56,-0.014338113,18,0.016949153
2/9/2001,907404,-0.000258914,30.96,0.047361299,18.4,0.022222222
2/16/2001,899798,-0.008382154,29.71,-0.040374677,17.6,-0.043478261
2/23/2001,902657,0.00317738,28.74,-0.03264894,17.8,0.011363636
3/2/2001,898299,-0.004827969,27.88,-0.029923452,17.5,-0.016853933
3/9/2001,902827,0.005040638,28.46,0.020803443,18,0.028571429
3/16/2001,901012,-0.002010352,27.06,-0.049191848,18.3,0.016666667
3/23/2001,909129,0.009008759,26.55,-0.018847007,19.2,0.049180328
3/30/2001,907092,-0.002240606,26.83,0.010546139,19.4,0.010416667
4/6/2001,910949,0.004252049,26.64,-0.007081625,19.7,0.015463918
4/13/2001,918418,0.008199142,28.05,0.052927928,20,0.015228426
4/20/2001,923694,0.005744661,28.02,-0.001069519,19.5,-0.025
4/27/2001,942322,0.020166852,27.69,-0.011777302,19.5,0
5/4/2001,945620,0.003499865,28.4,0.025641026,19.3,-0.01025641
5/11/2001,953563,0.00839978,28.09,-0.010915493,19.4,0.005181347
5/18/2001,959579,0.00630897,29.07,0.03488786,19.7,0.015463918
5/25/2001,968446,0.009240511,29.22,0.005159959,19.6,-0.005076142
6/1/2001,983434,0.01547634,28.38,-0.028747433,19.6,0
6/8/2001,984178,0.000756533,28.05,-0.011627907,18.9,-0.035714286
6/15/2001,996068,0.012081148,28.92,0.031016043,18.9,0
6/22/2001,998904,0.002847195,26.98,-0.067081604,19,0.005291005
6/29/2001,996075,-0.002832104,26.33,-0.02409192,18.8,-0.010526316
7/6/2001,997041,0.000969806,26.86,0.02012913,18.6,-0.010638298
7/13/2001,1004276,0.007256472,27.12,0.009679821,19.1,0.02688172
7/20/2001,1004959,0.000680092,25.36,-0.064896755,19.2,0.005235602
7/27/2001,1001961,-0.002983206,26.6,0.048895899,19.3,0.005208333
8/3/2001,1000970,-0.00098906,27.02,0.015789474,19.1,-0.010362694
8/10/2001,994492,-0.006471722,27.78,0.028127313,18.9,-0.010471204
8/17/2001,987656,-0.006873861,27.49,-0.010439165,18.7,-0.010582011
8/24/2001,986414,-0.001257523,27,-0.017824664,18.9,0.010695187
8/31/2001,984323,-0.0021198,26.93,-0.002592593,18.7,-0.010582011
9/7/2001,990122,0.005891359,27.37,0.016338656,18.7,0
9/14/2001,990662,0.000545387,27.63,0.009499452,18.7,0
9/21/2001,1004105,0.013569714,27.16,-0.017010496,19,0.016042781
9/28/2001,1009959,0.005830068,22.47,-0.172680412,19.2,0.010526316
10/5/2001,1010687,0.000720821,22.63,0.007120605,19.4,0.010416667
10/12/2001,1007961,-0.002697175,22.66,0.001325674,19.1,-0.015463918
10/19/2001,1009553,0.001579426,21.85,-0.035745808,19.1,0
10/26/2001,1008399,-0.00114308,22,0.006864989,19.2,0.005235602
11/2/2001,1007166,-0.00122273,21.15,-0.038636364,19.4,0.010416667
11/9/2001,1006026,-0.001131889,20.68,-0.022222222,19.6,0.010309278
11/16/2001,1003376,-0.002634127,19.62,-0.051257253,19.6,0
11/23/2001,1004733,0.001352434,18.61,-0.051478084,19.5,-0.005102041
11/30/2001,1012865,0.008093693,19.09,0.025792585,19.8,0.015384615
12/7/2001,1008484,-0.004325354,19.36,0.014143531,19.6,-0.01010101
12/14/2001,1003114,-0.005324824,18.43,-0.04803719,19.6,0
12/21/2001,996084,-0.007008177,19.46,0.055887141,19.9,0.015306122
12/28/2001,992919,-0.003177443,20.86,0.071942446,19.8,-0.005025126
1/4/2002,998780,0.005902798,20.71,-0.007190796,19.9,0.005050505
1/11/2002,998574,-0.000206252,20.59,-0.005794302,19.9,0
1/18/2002,1000547,0.001975818,18.52,-0.10053424,20.1,0.010050251
1/25/2002,1001896,0.001348263,19.38,0.046436285,20.5,0.019900498
2/1/2002,1000514,-0.001379385,19.71,0.017027864,20.9,0.019512195
2/8/2002,1000418,-9.60E-05,19.96,0.012683917,21.3,0.019138756
2/15/2002,993719,-0.006696201,21.21,0.062625251,21.2,-0.004694836
2/22/2002,988046,-0.005708857,20.8,-0.019330504,20.9,-0.014150943
3/1/2002,984631,-0.003456317,21.46,0.031730769,21.2,0.014354067
3/8/2002,983285,-0.00136701,23.26,0.08387698,21.3,0.004716981
3/15/2002,982530,-0.000767834,24.35,0.046861565,21.6,0.014084507
3/22/2002,973361,-0.009332031,25.17,0.033675565,21.3,-0.013888889
3/29/2002,979847,0.006663509,25.63,0.018275725,21.5,0.009389671
4/5/2002,982188,0.002389149,26.99,0.053062817,21.2,-0.013953488
4/12/2002,975820,-0.006483484,25.39,-0.059281215,20.4,-0.037735849
4/19/2002,980795,0.005098276,25.56,0.006695549,20.3,-0.004901961
4/26/2002,987844,0.007187027,26.62,0.041471049,20.4,0.004926108
5/3/2002,990056,0.00223922,26.89,0.01014275,19.9,-0.024509804
5/10/2002,990651,0.000600976,27.25,0.013387877,19.5,-0.020100503
5/17/2002,998755,0.008180479,28.4,0.042201835,19.8,0.015384615
5/24/2002,1002270,0.003519382,26.81,-0.055985915,19.7,-0.005050505
5/31/2002,1008232,0.005948497,25.25,-0.058187244,20.2,0.025380711
6/7/2002,1010164,0.001916226,24.97,-0.011089109,20.1,-0.004950495
6/14/2002,1014859,0.00464776,24.93,-0.001601922,20,-0.004975124
6/21/2002,1013228,-0.00160712,25.64,0.028479743,19.7,-0.015
6/28/2002,1014965,0.001714323,26.65,0.039391576,19.8,0.005076142
7/5/2002,1011612,-0.003303562,26.79,0.005253283,19.4,-0.02020202
7/12/2002,1016042,0.004379149,26.65,-0.005225831,19.3,-0.005154639
7/19/2002,1013823,-0.002183965,27.62,0.036397749,19,-0.015544041
7/26/2002,1012277,-0.001524921,26.62,-0.036205648,18.9,-0.005263158
8/2/2002,1008745,-0.003489164,26.85,0.00864012,18.8,-0.005291005
8/9/2002,996199,-0.012437236,26.76,-0.003351955,18.4,-0.021276596
8/16/2002,997524,0.001330056,28.46,0.063527653,18.6,0.010869565
8/23/2002,996788,-0.000737827,29.33,0.03056922,18.7,0.005376344
8/30/2002,990700,-0.006107618,28.87,-0.0156836,18.4,-0.016042781
9/6/2002,993706,0.003034218,28.66,-0.007273987,18,-0.02173913
9/13/2002,988079,-0.005662641,29.58,0.032100488,17.7,-0.016666667
9/20/2002,986632,-0.001464458,29.47,-0.003718729,17.6,-0.005649718
9/27/2002,978129,-0.008618208,30.61,0.038683407,17.1,-0.028409091
10/4/2002,965916,-0.012486083,30.23,-0.012414244,17.2,0.005847953
10/11/2002,963591,-0.002407042,29.36,-0.028779358,18.4,0.069767442
10/18/2002,965893,0.00238898,29.69,0.011239782,19.2,0.043478261
10/25/2002,962671,-0.003335773,27.94,-0.058942405,19.4,0.010416667
11/1/2002,967230,0.004735782,27.06,-0.031496063,19.2,-0.010309278
11/8/2002,962260,-0.005138385,26,-0.03917221,18.2,-0.052083333
11/15/2002,964104,0.001916322,25.57,-0.016538462,18.3,0.005494505
11/22/2002,959792,-0.004472547,26.64,0.041845913,17.9,-0.021857923
11/29/2002,960788,0.001037725,26.47,-0.006381381,18,0.005586592
12/6/2002,965368,0.00476692,27.09,0.023422743,17.9,-0.005555556
12/13/2002,960360,-0.005187659,27.76,0.024732374,17.9,0
12/20/2002,954741,-0.005850931,30.3,0.091498559,18.1,0.011173184
12/27/2002,938790,-0.016707149,32.23,0.06369637,17.6,-0.027624309
1/3/2003,936843,-0.002073946,31.88,-0.010859448,17.7,0.005681818
1/10/2003,935118,-0.00184129,31.48,-0.012547051,17.2,-0.028248588
1/17/2003,928968,-0.00657671,33.08,0.050825921,17.3,0.005813953
1/24/2003,919230,-0.0104826,33.25,0.005139057,17.5,0.011560694
1/31/2003,902387,-0.018322944,33.19,-0.001804511,17.9,0.022857143
2/7/2003,896332,-0.006709981,33.91,0.021693281,17.9,0
2/14/2003,889598,-0.007512841,35.77,0.054851076,18.2,0.016759777
2/21/2003,881912,-0.008639858,36.62,0.02376293,18.1,-0.005494505
2/28/2003,878975,-0.003330264,36.81,0.005188422,18.1,0
3/7/2003,868262,-0.01218806,36.85,0.001086661,17.6,-0.027624309
3/14/2003,865610,-0.003054378,36.64,-0.005698779,17.5,-0.005681818
3/21/2003,870287,0.005403126,30.4,-0.170305677,17.7,0.011428571
3/28/2003,875753,0.006280687,29.16,-0.040789474,17.8,0.005649718
4/4/2003,868255,-0.008561775,29.39,0.007887517,17.4,-0.02247191
4/11/2003,871096,0.00327208,28.08,-0.044572984,17.2,-0.011494253
4/18/2003,882711,0.013333777,29.41,0.047364672,17.6,0.023255814
4/25/2003,889451,0.007635568,28.07,-0.045562734,17.6,0
5/2/2003,889085,-0.00041149,25.65,-0.086213039,17.5,-0.005681818
5/9/2003,888593,-0.000553378,26.63,0.038206628,17.2,-0.017142857
5/16/2003,895984,0.008317644,28.58,0.073225685,17.2,0
5/23/2003,896575,0.00065961,29.03,0.015745276,17.2,0
5/30/2003,905615,0.010082815,29.15,0.004133655,17.3,0.005813953
6/6/2003,907955,0.002583879,30.69,0.052830189,16.9,-0.023121387
6/13/2003,913903,0.006550985,31.54,0.027696318,17.2,0.017751479
6/20/2003,912786,-0.00122223,30.68,-0.027266963,17,-0.011627907
6/27/2003,908507,-0.004687846,29.24,-0.046936115,17,0
7/4/2003,909128,0.000683539,30.29,0.035909713,17.1,0.005882353
7/11/2003,914451,0.005855061,30.71,0.013865962,16.9,-0.011695906
7/18/2003,912258,-0.00239816,31.46,0.024422012,16.7,-0.01183432
7/25/2003,914904,0.002900495,30.41,-0.033375715,16.8,0.005988024
8/1/2003,920547,0.00616786,30.78,0.01216705,17,0.011904762
8/8/2003,915931,-0.00501441,32.07,0.041910331,17.1,0.005882353
8/15/2003,916693,0.00083194,31.37,-0.021827253,16.9,-0.011695906
8/22/2003,913556,-0.003422084,31.25,-0.003825311,16.9,0
8/29/2003,918815,0.005756626,31.56,0.00992,17,0.00591716
9/5/2003,923173,0.004743066,29.19,-0.075095057,16.6,-0.023529412
9/12/2003,933993,0.011720447,28.89,-0.010277492,16.8,0.012048193
9/19/2003,942323,0.008918696,27.39,-0.05192108,16.9,0.005952381
9/26/2003,947404,0.005391994,27.76,0.01350858,17.1,0.01183432
10/3/2003,950027,0.002768618,29.45,0.060878963,17.6,0.029239766
10/10/2003,949109,-0.000966288,30.73,0.043463497,18,0.022727273
10/17/2003,949016,-9.80E-05,31.55,0.026684022,17.9,-0.005555556
10/24/2003,952512,0.003683816,30.18,-0.043423138,18.1,0.011173184
10/31/2003,949521,-0.003140118,29.19,-0.032803181,17.9,-0.011049724
11/7/2003,944555,-0.005230005,29.81,0.021240151,17.8,-0.005586592
11/14/2003,942982,-0.001665334,31.53,0.057698759,18,0.011235955
11/21/2003,935868,-0.007544152,32.48,0.030130035,17.8,-0.011111111
11/28/2003,936710,0.0008997,29.97,-0.077278325,17.5,-0.016853933
12/5/2003,932665,-0.004318306,30.76,0.026359693,17,-0.028571429
12/12/2003,921023,-0.01248251,32.13,0.044538362,16.6,-0.023529412
12/19/2003,917987,-0.003296335,33.23,0.034235917,16.8,0.012048193
12/26/2003,912863,-0.005581778,32.23,-0.030093289,16.6,-0.011904762
1/2/2004,915532,0.002923768,32.57,0.010549178,16.5,-0.006024096
1/9/2004,911966,-0.003895003,33.88,0.040221062,16.3,-0.012121212
1/16/2004,910937,-0.001128332,34.43,0.016233766,16.4,0.006134969
1/23/2004,898971,-0.013135925,35.16,0.02120244,16.5,0.006097561
1/30/2004,896170,-0.003115785,33.61,-0.044084187,17.3,0.048484848
2/6/2004,885539,-0.011862705,33.55,-0.001785183,17.1,-0.011560694
2/13/2004,883933,-0.001813585,33.85,0.008941878,17.4,0.01754386
2/20/2004,879229,-0.00532167,35.56,0.050516987,17.5,0.005747126
2/27/2004,881934,0.003076559,35.26,-0.008436445,17.6,0.005714286
3/5/2004,888730,0.007705792,36.64,0.039137833,17.9,0.017045455
3/12/2004,890511,0.002003983,36.38,-0.00709607,18.1,0.011173184
3/19/2004,896301,0.006501885,37.82,0.039582188,18.6,0.027624309
3/26/2004,902148,0.006523478,36.56,-0.033315706,19,0.021505376
4/2/2004,896833,-0.005891495,35.22,-0.036652079,18.9,-0.005263158
4/9/2004,891693,-0.005731279,35.66,0.012492902,19,0.005291005
4/16/2004,896228,0.005085831,37.42,0.04935502,18.8,-0.010526316
